"Subjects" "Activities" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
6 "LAYING" 0.2816654 -0.017570074 -0.11073427 -0.047927566 0.79574623 0.49388979 0.075149798 0.0084224317 -0.0031947691 -0.028953565 -0.079070138 0.051641053 -0.10416896 -0.039101627 -0.070202061 -0.99702358 -0.99702358 -0.99125355 -0.98337626 -0.99720602 -0.99279872 -0.99144214 -0.99431981 0.083720281 0.50662513 0.35177266 -0.99032381 -0.98856648 -0.99321318 0.30441523 0.18885518 0.14816798 -0.99401115 -0.99384478 -0.98508248 0.083397295 -0.068002286 0.1790837 -0.9936187 0.6627613 -0.99431334 0.54168507 -0.99481262 -0.18815277 -0.99732972 0.62588971 -0.99444613 -0.99403787 -0.99451423 -0.99579416 -0.99904576 -0.99843576 -0.98939746 -0.98800363 -0.99381814 -0.99424001 -0.99246343 -0.98169931 -0.99875007 -0.99583255 -0.99610704 -0.9952356 -0.9952356 -0.99499599 -0.98889295 -0.99768755 -0.99524162 -0.99495324 -0.9941836 -0.98923558 -0.98810697 -0.99283444 -0.9942449 -0.99160069 -0.98208697 -0.99657167 -0.9944498 -0.98709274 -0.99814199
6 "SITTING" 0.27714164 -0.01806797 -0.11041766 -0.046712688 0.7954083 0.49292579 0.069330297 0.0064425616 0.006819108 -0.034132905 -0.070109939 0.043769165 -0.099165346 -0.038792238 -0.050929454 -0.99655566 -0.99655566 -0.99235113 -0.98188004 -0.99797179 -0.99287173 -0.99225653 -0.99203923 0.26840234 0.58781913 0.39309596 -0.99169545 -0.99057131 -0.99242045 0.27398736 0.24203804 0.064367392 -0.99905902 -0.99465565 -0.99384177 0.26257418 -0.090285163 0.1632048 -0.9956167 0.62091405 -0.99467829 0.50686013 -0.99582442 -0.094228668 -0.99815767 0.548715 -0.99502039 -0.99533986 -0.99241301 -0.99662443 -0.99834928 -0.99354801 -0.99119718 -0.99057962 -0.99299603 -0.99941918 -0.99261754 -0.99214257 -0.99908903 -0.99709122 -0.99545355 -0.99684745 -0.99684745 -0.99563683 -0.99260715 -0.99817742 -0.99618044 -0.9965735 -0.99237529 -0.99136303 -0.99125428 -0.99196827 -0.9995476 -0.99142236 -0.99210468 -0.99767611 -0.99556004 -0.99155516 -0.99796693
6 "STANDING" 0.27890115 -0.017814424 -0.10698796 -0.04661734 0.79482223 0.49227442 0.078244973 0.014062733 -0.0023610793 -0.033728883 -0.076218051 0.05467348 -0.097980207 -0.044841053 -0.047110126 -0.99781183 -0.99781183 -0.99540573 -0.98638745 -0.99765311 -0.9959341 -0.99576167 -0.99313097 -0.093938229 0.48439687 0.22609106 -0.99579185 -0.99466214 -0.9928296 0.20267339 0.1596161 0.022946196 -0.9986923 -0.99407229 -0.99460243 0.25781184 0.062783992 0.62537793 -0.99820593 0.56598877 -0.99697107 0.6505364 -0.99700662 0.23950066 -0.99827046 0.49526224 -0.99585495 -0.99727068 -0.99398513 -0.99780514 -0.99843879 -0.99639777 -0.99543348 -0.99414469 -0.99384557 -0.99883664 -0.99297619 -0.99661541 -0.99861905 -0.99697478 -0.99543408 -0.99847785 -0.99847785 -0.99734536 -0.99660735 -0.99850963 -0.99570341 -0.99725344 -0.99418576 -0.99537716 -0.99385715 -0.99333826 -0.99883507 -0.99226578 -0.99791224 -0.99820737 -0.99671396 -0.99670806 -0.99870183
6 "WALKING" 0.27972834 -0.01600381 -0.1073364 -0.046186846 0.7945045 0.49275908 0.076726948 0.007376412 -0.0021763452 -0.03101367 -0.073677781 0.070006488 -0.095267111 -0.038372991 -0.050581591 -0.99762628 -0.99762628 -0.99405126 -0.99008358 -0.99713962 -0.99474435 -0.99464912 -0.99374694 0.0020994863 0.29632704 0.44931889 -0.99336891 -0.9933464 -0.99129884 0.22973249 0.14011576 0.12831602 -0.99749674 -0.99403296 -0.99175257 0.31149996 -0.12822413 -0.036947511 -0.99656067 0.42703362 -0.99340751 0.40441051 -0.99560529 0.10492972 -0.9976719 0.49006737 -0.99493112 -0.99657148 -0.99415005 -0.99615054 -0.99912188 -0.9976099 -0.99310578 -0.99379901 -0.99193066 -0.99818574 -0.9906719 -0.98970683 -0.99853999 -0.9962685 -0.99498005 -0.99654755 -0.99654755 -0.99408222 -0.99488785 -0.99797967 -0.99490512 -0.99687965 -0.99399969 -0.99338018 -0.99489011 -0.99094886 -0.9983853 -0.98886952 -0.98977892 -0.996219 -0.99360458 -0.99503148 -0.99832833
6 "WALKING_DOWNSTAIRS" 0.27603949 -0.017357172 -0.10897656 -0.045756393 0.79494079 0.49317659 0.075047091 0.010463193 -0.0063835674 -0.02881738 -0.069163222 0.083508318 -0.096617612 -0.039660184 -0.054093616 -0.99708723 -0.99708723 -0.9916359 -0.99478454 -0.99803998 -0.99556574 -0.99022725 -0.99193986 0.2527228 0.33113555 0.43148594 -0.99266448 -0.98897043 -0.98969066 0.43980909 0.1359525 0.13547875 -0.99908032 -0.99482876 -0.99525433 0.64606762 -0.30089058 0.28760202 -0.99445588 0.60876526 -0.98999993 0.30599039 -0.99626225 0.15094594 -0.99824912 0.43113307 -0.99642945 -0.99240921 -0.99281446 -0.99793038 -0.99747003 -0.99812161 -0.99258837 -0.98792681 -0.98951412 -0.99955376 -0.99158676 -0.99609659 -0.99874095 -0.99722732 -0.99583181 -0.99584106 -0.99584106 -0.99074619 -0.995986 -0.99837642 -0.99681723 -0.99311463 -0.99311765 -0.99314144 -0.98743175 -0.98765918 -0.99975804 -0.98984891 -0.99674669 -0.99686808 -0.99048031 -0.99630113 -0.99835482
6 "WALKING_UPSTAIRS" 0.27831632 -0.018048727 -0.10840311 -0.046239328 0.79503831 0.49301931 0.077475065 0.013600217 0.00072851413 -0.027804399 -0.073385188 0.086569695 -0.098858401 -0.041406991 -0.055805203 -0.99737407 -0.99737407 -0.99322192 -0.9946664 -0.99774266 -0.99437732 -0.98893493 -0.99613404 0.11636087 0.45628809 0.44992174 -0.99250806 -0.98743268 -0.99419387 0.18242196 0.22007338 0.37648924 -0.99854875 -0.99438093 -0.99397212 0.47171277 -0.2231769 0.25540742 -0.99712174 0.69809094 -0.99365839 0.30544397 -0.99585453 0.1959226 -0.99760071 0.1450257 -0.99566688 -0.99187043 -0.99635754 -0.99876782 -0.9980332 -0.99657402 -0.99227999 -0.98579408 -0.99549387 -0.9991805 -0.99125762 -0.99442466 -0.99851339 -0.9970328 -0.99458669 -0.99814675 -0.99814675 -0.99372195 -0.9953902 -0.99759651 -0.99628919 -0.99313358 -0.99590539 -0.99267286 -0.98474058 -0.99537223 -0.99942593 -0.98956366 -0.99500913 -0.9986614 -0.9923918 -0.99564815 -0.9973808
7 "LAYING" 0.27575263 -0.016788627 -0.10562315 -0.046220173 0.79462305 0.49294839 0.079472847 0.0049872453 0.012061801 -0.027660365 -0.072072284 0.087318167 -0.098306436 -0.041274135 -0.052677652 -0.99798029 -0.99798029 -0.99445258 -0.99503015 -0.9974564 -0.99372416 -0.99120974 -0.99753879 0.060660141 0.3507259 0.41994743 -0.99165271 -0.99139489 -0.99675655 0.24645785 -0.091544288 0.068068392 -0.99860477 -0.99412665 -0.99456803 0.37834759 -0.15601073 0.25929137 -0.99856976 0.6399188 -0.99690556 0.62319931 -0.99585406 0.24306988 -0.99712161 0.25136261 -0.99497148 -0.99383336 -0.99862454 -0.99842014 -0.99955353 -0.99672687 -0.99196485 -0.98996958 -0.99754911 -0.99912127 -0.99177344 -0.99463114 -0.99837391 -0.99626698 -0.9953164 -0.99900312 -0.99900312 -0.99765669 -0.99538048 -0.99726595 -0.99554005 -0.99477771 -0.99867915 -0.99308319 -0.98887471 -0.99685946 -0.99930144 -0.99042603 -0.99503005 -0.99885683 -0.99746955 -0.99563369 -0.99732244
7 "SITTING" 0.27885089 -0.016544181 -0.10901088 -0.046505809 0.79471389 0.49361047 0.073784657 0.012429251 -0.0027465573 -0.027990931 -0.076381787 0.085668932 -0.097070197 -0.039570108 -0.051092771 -0.99806665 -0.99806665 -0.99489391 -0.9957328 -0.99825122 -0.99345848 -0.99364512 -0.99559052 -0.1036521 0.26323767 0.42356846 -0.99342412 -0.99283984 -0.99350367 0.10017487 0.19211809 0.1592164 -0.99843234 -0.99531251 -0.99672164 0.44423621 -0.091602334 0.36518879 -0.99692833 0.554057 -0.99509202 0.55095095 -0.99687288 0.27608059 -0.9984656 0.76687404 -0.99466309 -0.99543722 -0.99647999 -0.99759094 -0.99875668 -0.99719427 -0.99369868 -0.99309173 -0.99413859 -0.99904666 -0.99258741 -0.99642242 -0.99847645 -0.99701033 -0.99779685 -0.99731759 -0.99731759 -0.99605598 -0.99670223 -0.99862111 -0.99519542 -0.99571294 -0.99652628 -0.99461674 -0.99392845 -0.99319371 -0.99926903 -0.99108105 -0.99652046 -0.99726631 -0.9958317 -0.99698854 -0.99860633
7 "STANDING" 0.28202074 -0.017589649 -0.10793379 -0.045825016 0.79508264 0.4936137 0.071361768 0.011811938 -0.0018420682 -0.027377177 -0.071766256 0.08841283 -0.098884325 -0.042440564 -0.055245263 -0.99790544 -0.99790544 -0.99666354 -0.99571593 -0.99809252 -0.99430003 -0.99575514 -0.99526322 0.033137219 0.24134491 0.22871953 -0.99411153 -0.9952737 -0.99487676 0.21695907 0.19027172 0.096404531 -0.99882861 -0.99467702 -0.99679319 0.39648138 -0.029012912 0.11959938 -0.99743494 0.49468163 -0.99559478 0.35659083 -0.99671137 0.42834164 -0.99774489 0.51350873 -0.99523745 -0.99659185 -0.99515189 -0.99493194 -0.99813778 -0.9977812 -0.99385411 -0.99541159 -0.99590485 -0.99900446 -0.99264657 -0.99647231 -0.99848437 -0.99664307 -0.99758112 -0.99747605 -0.99747605 -0.99627413 -0.99662791 -0.99806728 -0.99562945 -0.99617594 -0.99455146 -0.99406668 -0.99592795 -0.99545952 -0.99902185 -0.99145496 -0.99655785 -0.99708387 -0.99619715 -0.99700782 -0.99844385
7 "WALKING" -0.066238871 0.07922905 -1 -0.055034629 0.87234565 0.15782376 0.11101429 -0.22943808 0.34105954 0.072403251 0.13835198 0.45338693 -0.040634044 0.094200146 -0.31226655 -0.027508362 -0.027508362 -0.742861 -0.38195459 -0.70838478 -0.7624721 -0.50567557 -0.39640328 -0.50094838 0.25407023 -0.31942832 -0.79581217 -0.6254879 -0.71256591 -0.083075208 -0.045976528 -0.42205069 -0.088673249 -0.66771465 -0.40424581 -0.38621771 0.09549298 -0.14285546 -0.36346041 -0.32296312 -0.68207355 -0.17401925 -0.18250374 -0.40669851 -0.54765693 -0.20104248 -0.68377891 -0.53851271 -0.085059822 -0.80155298 -0.81839962 0.45837118 -0.80798975 -0.63378041 -0.7419236 -0.20700613 -0.70200258 -0.41998898 -0.36228324 -0.7548533 -0.66232997 -0.11779886 -0.11779886 -0.67203974 0.013564642 -0.51435629 -0.65734653 -0.58588575 -0.010608281 -0.84125686 -0.67152796 -0.76994999 -0.24657229 -0.72739818 -0.47814391 -0.14363695 -0.66053691 -0.033360614 -0.50669066
7 "WALKING_DOWNSTAIRS" -0.083287063 0.010297707 -0.51608391 -0.16876892 0.91490323 -0.16464523 0.11674395 -0.01798659 0.4417175 -0.11308188 0.11271912 0.3234831 -0.36091469 -0.19322027 -0.11898592 -0.47948386 -0.47948386 -0.88880599 -0.71786906 -0.87959102 -0.82134259 -0.84075912 -0.31242653 -0.61751322 0.65102098 -0.42073118 -0.86598151 -0.82101674 -0.7690232 0.3681313 0.92583858 0.057899372 -0.4264851 -0.8303334 -0.69723778 0.14216485 0.66378501 -0.13435853 -0.37994767 -0.5879413 -0.78447317 -0.527563 -0.49524998 -0.076626201 -0.61014116 -0.10207138 -0.73819996 -0.87810967 0.057095425 -0.50351963 -0.92489589 0.041165989 -0.88411618 -0.83923653 -0.82066281 -0.63499812 -0.87574775 -0.74018705 -0.53690886 -0.89167835 -0.8153538 0.022248669 0.022248669 -0.75125642 -0.48398982 -0.62769148 -0.71150698 -0.91077832 0.14621084 -0.92118199 -0.87832216 -0.88260826 -0.7078557 -0.91589099 -0.77962949 0.029689026 -0.71403814 -0.56555304 -0.67951417
7 "WALKING_UPSTAIRS" 0.2591151 -0.017985103 -0.12024506 -0.27793837 0.92885299 -0.29541016 0.088185566 0.0011180361 0.048807266 -0.14832746 0.005663764 0.21880248 -0.23395072 -0.048339191 -0.06989635 -0.90848825 -0.90848825 -0.96977274 -0.82800989 -0.96962031 -0.95855139 -0.96654308 -0.90532403 -0.33440304 -0.28965085 -0.47629694 -0.96225497 -0.98307298 -0.96084679 0.17125734 -0.11017066 -0.19213194 -0.77502222 -0.97669198 -0.91457516 0.12168224 -0.38738167 -0.14916419 -0.93795977 -0.39803891 -0.96587353 0.19140539 -0.86001455 -0.37817825 -0.96960276 -0.18570573 -0.95706759 -0.94990104 -0.82490842 -0.88757542 -0.97831955 -0.87936122 -0.96555551 -0.98450439 -0.967391 -0.8431466 -0.97018675 -0.92342237 -0.9480528 -0.99145492 -0.94248683 -0.91629205 -0.91629205 -0.96807307 -0.79446652 -0.96614679 -0.95628404 -0.94461158 -0.80187989 -0.97312918 -0.98770558 -0.97298534 -0.86551679 -0.96678571 -0.93345625 -0.91750398 -0.96996372 -0.79068587 -0.96379153
8 "LAYING" 0.29230775 -0.00692865 -0.029339182 -0.28781038 0.9304777 -0.29007455 0.097062457 0.015139223 -0.014036984 -0.1288836 -0.04469618 0.16001907 -0.10959249 -0.046464394 -0.085147414 -0.83461265 -0.83461265 -0.97365752 -0.83672107 -0.97227927 -0.96565209 -0.96925136 -0.87213674 -0.088032596 -0.68790455 -0.98451497 -0.9703103 -0.98833898 -0.96414971 0.1701612 -0.099926655 -0.41673063 -0.86238904 -0.97884284 -0.92404192 -0.78702419 -0.58410024 -0.17226152 -0.89113266 -0.75876835 -0.96884903 -0.054815187 -0.87700538 -0.87814875 -0.96938828 -0.3732856 -0.96002148 -0.92420225 -0.65180555 -0.98283265 -0.98231234 -0.90451583 -0.97367439 -0.98905769 -0.96475669 -0.7960367 -0.97125841 -0.92667825 -0.93892043 -0.99160764 -0.96436197 -0.78262396 -0.78262396 -0.96867652 -0.73868491 -0.96610335 -0.95769803 -0.91145421 -0.59382422 -0.98076551 -0.99086431 -0.96362933 -0.78578688 -0.96739234 -0.93410979 -0.77267166 -0.96685392 -0.71397742 -0.96394777
8 "SITTING" 0.32588645 0.00081689933 0.016658077 -0.27981806 0.93756427 -0.25336946 0.071163899 -0.0060898604 -0.090718563 -0.053692246 -0.073374127 0.096810837 -0.0015141946 -0.056316728 -0.076834055 -0.86715221 -0.86715221 -0.98525868 -0.91034309 -0.98289683 -0.98568688 -0.96580292 -0.86356942 -0.47670786 -0.30408045 -0.55247097 -0.98884697 -0.98858462 -0.97343643 0.0011695654 -0.033895617 -0.36784088 -0.83103132 -0.98063913 -0.94710548 -0.030701469 -0.19589065 -0.25718385 -0.88532525 -0.75593712 -0.98270918 0.13661246 -0.84213436 -0.14974675 -0.97780829 -0.36438767 -0.98240327 -0.94670845 -0.73615522 -0.95545804 -0.95404654 -0.75515626 -0.9886982 -0.98890612 -0.97831332 -0.84983049 -0.9790289 -0.94703858 -0.95702027 -0.99470937 -0.98064287 -0.75820854 -0.75820854 -0.98267438 -0.80615841 -0.97441899 -0.98093901 -0.94069582 -0.70096628 -0.98951627 -0.99014271 -0.98216866 -0.8562256 -0.97810628 -0.95167516 -0.74593604 -0.98088444 -0.81563703 -0.97162869
8 "STANDING" 0.30005315 -0.018087248 -0.10818389 -0.26612231 0.94630484 -0.21665214 0.07253847 0.0018099541 -0.047144915 -0.017388406 -0.088039484 0.068896777 -0.064280841 -0.038603081 -0.068946083 -0.96875933 -0.96875933 -0.98915485 -0.96911972 -0.99038924 -0.98488729 -0.98409837 -0.95904091 -0.24873721 -0.031277856 -0.036179181 -0.98621974 -0.99041315 -0.9896296 0.11398878 0.10822427 0.11631885 -0.94941736 -0.99746197 -0.971371 0.20290781 0.30711011 0.18509446 -0.97166482 -0.25777515 -0.99068172 0.47751835 -0.96908901 -0.025331605 -0.9908718 0.20083662 -0.98194347 -0.98287187 -0.93625941 -0.96894272 -0.98794715 -0.9394897 -0.98435288 -0.98986181 -0.99260581 -0.96207546 -0.99789447 -0.97660535 -0.98397843 -0.99798702 -0.9800886 -0.96069102 -0.96069102 -0.991641 -0.96372567 -0.99112165 -0.98060055 -0.98218516 -0.92879056 -0.98363198 -0.98984088 -0.99460855 -0.9660616 -0.99816863 -0.98069987 -0.95993478 -0.99184929 -0.96603608 -0.99171566
8 "WALKING" 0.28809417 -0.022759306 -0.13505802 -0.25863635 0.94546379 -0.21812437 0.082075927 0.011901395 0.0028825188 -0.0094085362 -0.087686673 0.068361908 -0.094406598 -0.040115366 -0.053776534 -0.97634025 -0.97634025 -0.99064473 -0.973355 -0.99310466 -0.98864986 -0.99026874 -0.98792164 -0.2004347 0.28820668 0.056157776 -0.98767157 -0.98943245 -0.99116486 0.34307574 0.040123272 0.071753051 -0.97673598 -0.9980298 -0.97861155 -0.52470035 0.24864173 0.002199634 -0.98781539 0.035465992 -0.99198771 0.59985047 -0.98337085 -0.34464127 -0.9923517 0.13317051 -0.98641338 -0.99274935 -0.98323553 -0.98601123 -0.98991921 -0.96144396 -0.98759329 -0.98907362 -0.99315518 -0.97594852 -0.99841442 -0.98124283 -0.98849875 -0.99806659 -0.98335341 -0.98655042 -0.98655042 -0.9935855 -0.97643102 -0.99231346 -0.98533315 -0.9936444 -0.98081955 -0.98859664 -0.98936393 -0.9938369 -0.97589757 -0.99865705 -0.98382655 -0.98673917 -0.99506644 -0.97581577 -0.99239476
8 "WALKING_DOWNSTAIRS" 0.27676588 -0.018060289 -0.12013176 -0.25465591 0.94214079 -0.22900956 0.068672675 0.013327801 0.025608012 -0.020558174 -0.082166273 0.06545188 -0.094378814 -0.039266694 -0.050983366 -0.97497252 -0.97497252 -0.99264565 -0.98063855 -0.99559615 -0.99033154 -0.98746795 -0.97397442 -0.1117051 0.13988526 -0.034531802 -0.99349939 -0.98931696 -0.99081607 0.21697372 0.14632192 0.13188497 -0.98425104 -0.99886212 -0.98675927 -0.58234296 0.16115332 0.22313686 -0.98850581 0.040314364 -0.99359075 0.63342025 -0.98885366 -0.41869016 -0.99627425 0.53147448 -0.99101601 -0.98529915 -0.95284326 -0.98828643 -0.99033289 -0.95614213 -0.99304519 -0.98920871 -0.99187385 -0.97773616 -0.99847939 -0.98869571 -0.99317687 -0.99918657 -0.98880223 -0.98560455 -0.98560455 -0.99387767 -0.98128086 -0.9965651 -0.99119937 -0.98398823 -0.94515348 -0.99309336 -0.98982169 -0.99137838 -0.97648889 -0.99815102 -0.99038387 -0.98495337 -0.99291548 -0.97969374 -0.99692411
8 "WALKING_UPSTAIRS" 0.24389788 -0.027628987 -0.18227212 -0.25494683 0.94101831 -0.23524917 0.047902837 -0.018595263 -0.12766154 0.024587586 -0.070614491 0.037393774 -0.093045155 -0.039868629 -0.05903851 -0.90892854 -0.90892854 -0.9885357 -0.93141727 -0.9905289 -0.96946302 -0.95840615 -0.85266551 -0.26432834 -0.094138379 -0.21125018 -0.98993527 -0.98973206 -0.98303649 -0.0074790285 0.10578662 -0.27687124 -0.95149979 -0.995859 -0.95383515 -0.79127465 -0.41652742 -0.55173166 -0.84562397 -0.31082056 -0.98880082 0.29523329 -0.95524758 -0.86443717 -0.99061669 -0.12398377 -0.96710073 -0.94090804 -0.76724462 -0.99042803 -0.99532962 -0.97897797 -0.99025388 -0.98953388 -0.98592521 -0.92339866 -0.99483915 -0.93985921 -0.98132062 -0.998285 -0.98078165 -0.78444947 -0.78444947 -0.98949112 -0.88346665 -0.98915236 -0.96596848 -0.935683 -0.74446701 -0.99153335 -0.99000392 -0.98749998 -0.91889312 -0.99416239 -0.94106801 -0.78869229 -0.98912 -0.86923094 -0.98760968
9 "LAYING" 0.18047854 -0.042535659 -0.28056106 -0.26976596 0.93317912 -0.26905586 0.072627393 0.017406061 -0.015762254 0.0020427908 -0.074395011 0.051178275 -0.12705469 -0.042409048 -0.050174035 -0.82300481 -0.82300481 -0.9870433 -0.91085919 -0.98986372 -0.97906703 -0.97775339 -0.9269642 -0.91246392 -0.48543757 -0.91491442 -0.99088858 -0.98913602 -0.97978891 -0.075838415 0.11800538 -0.33571495 -0.92964774 -0.9951308 -0.95232809 -0.43806217 -0.41390998 -0.6243862 -0.92483605 -0.92491884 -0.98817717 0.34402042 -0.95903046 -0.74272494 -0.98878954 -0.078734888 -0.95675297 -0.93951623 -0.76304873 -0.92394278 -0.94615299 -0.72387606 -0.99162138 -0.99042064 -0.98182699 -0.89847509 -0.99344067 -0.93076593 -0.97886311 -0.99829399 -0.98077712 -0.76047367 -0.76047367 -0.98985234 -0.91118979 -0.9878495 -0.94991554 -0.92844349 -0.71974136 -0.99335858 -0.99302724 -0.98229568 -0.89350657 -0.99241707 -0.93092703 -0.74078957 -0.99138902 -0.90195346 -0.98702526
9 "SITTING" 0.20896421 -0.022742569 -0.16644945 -0.30336177 0.91828313 -0.33406763 0.10743578 0.04915265 0.15072266 -0.072931964 -0.081659445 0.11781819 -0.12117714 -0.040054031 -0.024570479 -0.8716271 -0.8716271 -0.99032317 -0.94897412 -0.99312553 -0.96460237 -0.95018078 -0.82504955 -0.42103335 -0.069719686 -0.18773824 -0.99280525 -0.99180572 -0.98709146 0.11326578 0.23530437 -0.24699029 -0.9646197 -0.99748597 -0.96229156 0.046186949 -0.25347912 0.35036873 -0.85175682 -0.26135795 -0.98937615 0.46392077 -0.97517385 -0.25174273 -0.99064043 0.09907692 -0.95384561 -0.93132033 -0.72608707 -0.89331474 -0.95365793 -0.734641 -0.99243161 -0.99221644 -0.98720213 -0.97380182 -0.99682582 -0.97242819 -0.98662501 -0.99904817 -0.98342685 -0.80367303 -0.80367303 -0.99078066 -0.9665803 -0.991068 -0.94983211 -0.92601694 -0.70021963 -0.99263304 -0.9933517 -0.98563267 -0.97669695 -0.99634094 -0.97923662 -0.81023632 -0.9916852 -0.96655145 -0.99196341
9 "STANDING" 0.14450396 0.18926326 0.062769317 0.87409866 0.042479149 0.33309449 0.13805762 -0.34777099 -0.33527233 -0.046489666 -0.28289794 0.22948437 -0.11571413 -0.066663019 0.01633599 -0.5543692 -0.5543692 -0.97526798 -0.8738801 -0.99023484 -0.92128754 -0.43277861 -0.61401743 -0.35489841 -0.18146416 -0.12436529 -0.98209043 -0.96914184 -0.9815657 0.25988055 -0.59850344 -0.2711709 -0.967536 -0.9690438 -0.89992251 -0.065895342 0.17024687 0.13254114 -0.44662992 -0.33811215 -0.97565857 -0.31267252 -0.97506987 -0.26760821 -0.98331724 -0.25760727 -0.90429967 -0.18193654 -0.44315051 -0.81418938 -0.25461649 -0.34244329 -0.98122357 -0.96614228 -0.98349118 -0.9733557 -0.97220339 -0.9171989 -0.98520162 -0.98666522 -0.98196657 -0.18717165 -0.18717165 -0.97133698 -0.96976795 -0.9801139 -0.89802907 -0.12526373 -0.40381329 -0.98187701 -0.96489086 -0.98385314 -0.97513158 -0.97447678 -0.93123209 -0.19941645 -0.96429842 -0.97112442 -0.9772135
9 "WALKING" 0.28725164 -0.037455064 -0.14597431 0.83566368 0.16067501 0.39982173 0.089548399 -0.034317974 0.0030597368 -0.04840838 -0.23917386 0.24705037 -0.094242126 -0.022414444 -0.06697056 -0.93459377 -0.93459377 -0.99288968 -0.89520271 -0.99808771 -0.98612352 -0.9319656 -0.97975316 -0.16587014 -0.16081735 -0.34313523 -0.99252438 -0.98909638 -0.99178965 0.18773056 -0.19884526 0.22072527 -0.9938543 -0.97978496 -0.97820971 0.10066045 -0.14922323 -0.30398028 -0.95362658 -0.087781605 -0.99476974 0.30987137 -0.96970623 -0.25681219 -0.99858976 0.5824263 -0.98291504 -0.89160489 -0.94143811 -0.96038769 -0.89611252 -0.91088155 -0.99243453 -0.98825647 -0.99383772 -0.99422554 -0.97536842 -0.9688802 -0.99703744 -0.99794847 -0.99666202 -0.93195422 -0.93195422 -0.99458511 -0.95274453 -0.99875192 -0.9814758 -0.88046372 -0.9286557 -0.99298662 -0.98798979 -0.99462142 -0.99427314 -0.97297426 -0.96880151 -0.93096339 -0.99278695 -0.95058339 -0.99876688
